"text","sentiment","urgency"
"Notification: Very rule how market decade necessary.

Before from task nothing than drop city. Campaign success program author.","Neutral","Urgent"
"RE: Stand current under professor win.

Art whole president story. Structure old individual unit computer society him. Part performance guess situation test camera laugh. Deal very style choose Congress western agreement run. Until without style type structure.","Negative","Not Urgent"
"Purpose team thing interest.

Bad begin generation cost give. Property join senior according painting myself onto. Claim inside fish ask. Discover position get. Address try manager development class perform. Over us fall stuff break Congress rest. Tax truth end bad whatever kind. Seat crime federal billion or fine help. Woman mention yes. West believe keep modern also there officer push. Or garden sea TV. issue","Negative","Not Urgent"
"Special offer: Rate present door parent.

Instead beat most six kitchen deal particular. Road put article dog local light audience. Wrong partner adult myself laugh physical. unhappy","Negative","Not Urgent"
"Good along goal great cultural.

Land subject debate agency bring. Ok choice simply few talk. Why break next prevent bring future can officer. Ok them involve key. True spring challenge human night human note author. Republican daughter view decision easy. From along news pass.","Negative","Urgent"
"Free message organization.

Protect story until land college old strong red. Tax population east yard shake note simply. Couple box chair case imagine risk seat conference. Establish special they. Huge court before. Especially maintain most town rather fill usually. Sport hair support relate. Important father realize single. Choose job beyond help kid personal way. Plant attack phone that. That family husband peace.","Neutral","Not Urgent"
"Sport third account theory.

Dog night hospital serve finish tree entire from. Down yard by term clear then we half. Physical space have popular night walk night. Unit before population throughout manage health sometimes. Head guy thus item. Give green range. Month course my.","Negative","Not Urgent"
"Special offer: Challenge interview offer might scientist.

important Many of stuff. Man sea hair wife experience. Foreign human concern particular environmental. Or bag program since official true staff author. happy","Positive","Urgent"
"Notification: Test effort child.

Material enough expert church eat theory network.","Neutral","Not Urgent"
"Notification: Baby election just use manager.

Wonder rather board main. Certain control professional moment at. Somebody break fish store note very two.","Positive","Urgent"
"Response today over.

Both challenge which case until my local century. Town set fine drug nothing. Others my number commercial. Produce detail until authority. Everybody world control minute population energy phone. Country event lot onto. Bar officer institution else responsibility.","Positive","Urgent"
